Meter ID          ,Date / Time           ,KWH(ch: 1  set:0)    ,KVARH(ch: 2  set:0)  ,KVAH(ch: 2  set:0)   ,PF(ch: 3  set:0)     ,KW(ch: 1  set:0)    ,KVAR(ch: 2  set:0)  ,KVA(0(ch: 2  set:0) ,PF(0(ch: 3  set:0)  ,, PV 17.7 kW
H202014127676     ,2018/04/07 17:15,47.71,,,,190.85,,,,,4/7/18 17:15,1.7
H202014127676     ,2018/04/07 17:30,47.81,,,,191.23,,,,,4/7/18 17:30,2.26
H202014127676     ,2018/04/07 17:45,48.42,,,,193.66,,,,,4/7/18 17:45,1.41
H202014127676     ,2018/04/07 18:00,48.67,,,,194.69,,,,,4/7/18 18:00,0.61
H202014127676     ,2018/04/07 18:15,47.81,,,,191.23,,,,,4/7/18 18:15,0.21
H202014127676     ,2018/04/07 18:30,47.36,,,,189.44,,,,,4/7/18 18:30,0.13
H202014127676     ,2018/04/07 18:45,47.46,,,,189.82,,,,,4/7/18 18:45,0.01
H202014127676     ,2018/04/07 19:00,47.04,,,,188.16,,,,,4/7/18 19:00,0.01
H202014127676     ,2018/04/07 19:15,47.36,,,,189.44,,,,,4/7/18 19:15,0.01
H202014127676     ,2018/04/07 19:30,47.42,,,,189.7,,,,,4/7/18 19:30,0.01
H202014127676     ,2018/04/07 19:45,47.42,,,,189.7,,,,,4/7/18 19:45,0.01
H202014127676     ,2018/04/07 20:00,46.98,,,,187.9,,,,,4/7/18 20:00,0.01
H202014127676     ,2018/04/07 20:15,46.82,,,,187.26,,,,,4/7/18 20:15,0.01
H202014127676     ,2018/04/07 20:30,47.2,,,,188.8,,,,,4/7/18 20:30,0.02
H202014127676     ,2018/04/07 20:45,47.23,,,,188.93,,,,,4/7/18 20:45,0.02
H202014127676     ,2018/04/07 21:00,47.39,,,,189.57,,,,,4/7/18 21:00,0.02
H202014127676     ,2018/04/07 21:15,47.23,,,,188.93,,,,,4/7/18 21:15,0.02
H202014127676     ,2018/04/07 21:30,47.39,,,,189.57,,,,,4/7/18 21:30,0.02
H202014127676     ,2018/04/07 21:45,47.36,,,,189.44,,,,,4/7/18 21:45,0.02
H202014127676     ,2018/04/07 22:00,47.52,,,,190.08,,,,,4/7/18 22:00,0.02
H202014127676     ,2018/04/07 22:15,47.42,,,,189.7,,,,,4/7/18 22:15,0.03
H202014127676     ,2018/04/07 22:30,47.36,,,,189.44,,,,,4/7/18 22:30,0.03
H202014127676     ,2018/04/07 22:45,47.23,,,,188.93,,,,,4/7/18 22:45,0.03
H202014127676     ,2018/04/07 23:00,47.23,,,,188.93,,,,,4/7/18 23:00,0.03
H202014127676     ,2018/04/07 23:15,47.17,,,,188.67,,,,,4/7/18 23:15,0.03
H202014127676     ,2018/04/07 23:30,47.36,,,,189.44,,,,,4/7/18 23:30,0.03
H202014127676     ,2018/04/07 23:45,47.49,,,,189.95,,,,,4/7/18 23:45,0.03
H202014127676     ,2018/04/08 0:00,47.07,,,,188.29,,,,,4/8/18 0:00,0.03
H202014127676     ,2018/04/08 0:15,47.33,,,,189.31,,,,,4/8/18 0:15,0.04
H202014127676     ,2018/04/08 0:30,47.26,,,,189.06,,,,,4/8/18 0:30,0.04
H202014127676     ,2018/04/08 0:45,47.42,,,,189.7,,,,,4/8/18 0:45,0.04
H202014127676     ,2018/04/08 1:00,47.55,,,,190.21,,,,,4/8/18 1:00,0.04
H202014127676     ,2018/04/08 1:15,47.55,,,,190.21,,,,,4/8/18 1:15,0.04
H202014127676     ,2018/04/08 1:30,47.1,,,,188.42,,,,,4/8/18 1:30,0.04
H202014127676     ,2018/04/08 1:45,47.39,,,,189.57,,,,,4/8/18 1:45,0.04
H202014127676     ,2018/04/08 2:00,46.72,,,,186.88,,,,,4/8/18 2:00,0.05
H202014127676     ,2018/04/08 2:15,46.88,,,,187.52,,,,,4/8/18 2:15,0.05
H202014127676     ,2018/04/08 2:30,47.23,,,,188.93,,,,,4/8/18 2:30,0.05
H202014127676     ,2018/04/08 2:45,47.26,,,,189.06,,,,,4/8/18 2:45,0.05
H202014127676     ,2018/04/08 3:00,47.17,,,,188.67,,,,,4/8/18 3:00,0.05
H202014127676     ,2018/04/08 3:15,47.33,,,,189.31,,,,,4/8/18 3:15,0.05
H202014127676     ,2018/04/08 3:30,47.36,,,,189.44,,,,,4/8/18 3:30,0.05
H202014127676     ,2018/04/08 3:45,47.55,,,,190.21,,,,,4/8/18 3:45,0.06
H202014127676     ,2018/04/08 4:00,46.91,,,,187.65,,,,,4/8/18 4:00,0.06
H202014127676     ,2018/04/08 4:15,47.1,,,,188.42,,,,,4/8/18 4:15,0.06
H202014127676     ,2018/04/08 4:30,46.98,,,,187.9,,,,,4/8/18 4:30,0.06
H202014127676     ,2018/04/08 4:45,46.75,,,,187.01,,,,,4/8/18 4:45,0.06
H202014127676     ,2018/04/08 5:00,46.88,,,,187.52,,,,,4/8/18 5:00,0.06
H202014127676     ,2018/04/08 5:15,47.07,,,,188.29,,,,,4/8/18 5:15,0.06
H202014127676     ,2018/04/08 5:30,47.17,,,,188.67,,,,,4/8/18 5:30,0.06
H202014127676     ,2018/04/08 5:45,46.85,,,,187.39,,,,,4/8/18 5:45,0.07
H202014127676     ,2018/04/08 6:00,47.1,,,,188.42,,,,,4/8/18 6:00,0.07
H202014127676     ,2018/04/08 6:15,46.78,,,,187.14,,,,,4/8/18 6:15,0.07
H202014127676     ,2018/04/08 6:30,46.5,,,,185.98,,,,,4/8/18 6:30,0.07
H202014127676     ,2018/04/08 6:45,46.08,,,,184.32,,,,,4/8/18 6:45,0.12
H202014127676     ,2018/04/08 7:00,47.68,,,,190.72,,,,,4/8/18 7:00,0.18
H202014127676     ,2018/04/08 7:15,52.32,,,,209.28,,,,,4/8/18 7:15,0.28
H202014127676     ,2018/04/08 7:30,46.11,,,,184.45,,,,,4/8/18 7:30,0.67
H202014127676     ,2018/04/08 7:45,46.72,,,,186.88,,,,,4/8/18 7:45,0.76
H202014127676     ,2018/04/08 8:00,45.86,,,,183.42,,,,,4/8/18 8:00,0.56
H202014127676     ,2018/04/08 8:15,46.24,,,,184.96,,,,,4/8/18 8:15,2.52
H202014127676     ,2018/04/08 8:30,47.55,,,,190.21,,,,,4/8/18 8:30,1.57
H202014127676     ,2018/04/08 8:45,50.75,,,,203.01,,,,,4/8/18 8:45,5.54
H202014127676     ,2018/04/08 9:00,47.62,,,,190.46,,,,,4/8/18 9:00,4.37
H202014127676     ,2018/04/08 9:15,48.16,,,,192.64,,,,,4/8/18 9:15,5.03
H202014127676     ,2018/04/08 9:30,47.2,,,,188.8,,,,,4/8/18 9:30,2.73
H202014127676     ,2018/04/08 9:45,46.88,,,,187.52,,,,,4/8/18 9:45,6.76
H202014127676     ,2018/04/08 10:00,48.35,,,,193.41,,,,,4/8/18 10:00,3.43
H202014127676     ,2018/04/08 10:15,48.61,,,,194.43,,,,,4/8/18 10:15,7.02
H202014127676     ,2018/04/08 10:30,47.78,,,,191.1,,,,,4/8/18 10:30,5.95
H202014127676     ,2018/04/08 10:45,47.94,,,,191.74,,,,,4/8/18 10:45,13.36
H202014127676     ,2018/04/08 11:00,47.65,,,,190.59,,,,,4/8/18 11:00,9.16
H202014127676     ,2018/04/08 11:15,46.82,,,,187.26,,,,,4/8/18 11:15,6.51
H202014127676     ,2018/04/08 11:30,46.72,,,,186.88,,,,,4/8/18 11:30,9.98
H202014127676     ,2018/04/08 11:45,47.01,,,,188.03,,,,,4/8/18 11:45,9.7
H202014127676     ,2018/04/08 12:00,47.01,,,,188.03,,,,,4/8/18 12:00,11.09
H202014127676     ,2018/04/08 12:15,46.94,,,,187.78,,,,,4/8/18 12:15,8.64
H202014127676     ,2018/04/08 12:30,47.71,,,,190.85,,,,,4/8/18 12:30,5.52
H202014127676     ,2018/04/08 12:45,47.2,,,,188.8,,,,,4/8/18 12:45,5.98
H202014127676     ,2018/04/08 13:00,47.3,,,,189.18,,,,,4/8/18 13:00,7.87
H202014127676     ,2018/04/08 13:15,47.74,,,,190.98,,,,,4/8/18 13:15,5.96
H202014127676     ,2018/04/08 13:30,48.06,,,,192.26,,,,,4/8/18 13:30,9.23
H202014127676     ,2018/04/08 13:45,47.94,,,,191.74,,,,,4/8/18 13:45,7.93
H202014127676     ,2018/04/08 14:00,47.42,,,,189.7,,,,,4/8/18 14:00,6.73
H202014127676     ,2018/04/08 14:15,47.36,,,,189.44,,,,,4/8/18 14:15,7.67
H202014127676     ,2018/04/08 14:30,47.71,,,,190.85,,,,,4/8/18 14:30,8.59
H202014127676     ,2018/04/08 14:45,47.14,,,,188.54,,,,,4/8/18 14:45,11.08
H202014127676     ,2018/04/08 15:00,47.3,,,,189.18,,,,,4/8/18 15:00,6.85
H202014127676     ,2018/04/08 15:15,47.39,,,,189.57,,,,,4/8/18 15:15,7.17
H202014127676     ,2018/04/08 15:30,47.36,,,,189.44,,,,,4/8/18 15:30,12.95
H202014127676     ,2018/04/08 15:45,47.39,,,,189.57,,,,,4/8/18 15:45,5.61
H202014127676     ,2018/04/08 16:00,48.96,,,,195.84,,,,,4/8/18 16:00,4.53
H202014127676     ,2018/04/08 16:15,48.77,,,,195.07,,,,,4/8/18 16:15,2.41
H202014127676     ,2018/04/08 16:30,49.15,,,,196.61,,,,,4/8/18 16:30,3.18
H202014127676     ,2018/04/08 16:45,48.93,,,,195.71,,,,,4/8/18 16:45,2.79
H202014127676     ,2018/04/08 17:00,48.93,,,,195.71,,,,,4/8/18 17:00,3.2
H202014127676     ,2018/04/08 17:15,48.61,,,,194.43,,,,,4/8/18 17:15,2.61
H202014127676     ,2018/04/08 17:30,48.86,,,,195.46,,,,,4/8/18 17:30,1.93
H202014127676     ,2018/04/08 17:45,50.72,,,,202.88,,,,,4/8/18 17:45,1.46
H202014127676     ,2018/04/08 18:00,49.06,,,,196.22,,,,,4/8/18 18:00,0.85
H202014127676     ,2018/04/08 18:15,48.9,,,,195.58,,,,,4/8/18 18:15,0.51
H202014127676     ,2018/04/08 18:30,48.74,,,,194.94,,,,,4/8/18 18:30,0.16
H202014127676     ,2018/04/08 18:45,48.38,,,,193.54,,,,,4/8/18 18:45,0.12
H202014127676     ,2018/04/08 19:00,47.94,,,,191.74,,,,,4/8/18 19:00,0.01
H202014127676     ,2018/04/08 19:15,48.22,,,,192.9,,,,,4/8/18 19:15,0.01
H202014127676     ,2018/04/08 19:30,48.22,,,,192.9,,,,,4/8/18 19:30,0.01
H202014127676     ,2018/04/08 19:45,48.38,,,,193.54,,,,,4/8/18 19:45,0.01
H202014127676     ,2018/04/08 20:00,47.9,,,,191.62,,,,,4/8/18 20:00,0.01
H202014127676     ,2018/04/08 20:15,47.46,,,,189.82,,,,,4/8/18 20:15,0.02
H202014127676     ,2018/04/08 20:30,47.81,,,,191.23,,,,,4/8/18 20:30,0.02
H202014127676     ,2018/04/08 20:45,47.68,,,,190.72,,,,,4/8/18 20:45,0.02
H202014127676     ,2018/04/08 21:00,47.84,,,,191.36,,,,,4/8/18 21:00,0.02
H202014127676     ,2018/04/08 21:15,47.94,,,,191.74,,,,,4/8/18 21:15,0.02
H202014127676     ,2018/04/08 21:30,47.97,,,,191.87,,,,,4/8/18 21:30,0.03
H202014127676     ,2018/04/08 21:45,47.55,,,,190.21,,,,,4/8/18 21:45,0.03
H202014127676     ,2018/04/08 22:00,48.26,,,,193.02,,,,,4/8/18 22:00,0.03
H202014127676     ,2018/04/08 22:15,48.19,,,,192.77,,,,,4/8/18 22:15,0.03
H202014127676     ,2018/04/08 22:30,47.97,,,,191.87,,,,,4/8/18 22:30,0.03
H202014127676     ,2018/04/08 22:45,47.81,,,,191.23,,,,,4/8/18 22:45,0.04
H202014127676     ,2018/04/08 23:00,47.65,,,,190.59,,,,,4/8/18 23:00,0.04
H202014127676     ,2018/04/08 23:15,47.71,,,,190.85,,,,,4/8/18 23:15,0.04
H202014127676     ,2018/04/08 23:30,47.74,,,,190.98,,,,,4/8/18 23:30,0.04
H202014127676     ,2018/04/08 23:45,47.81,,,,191.23,,,,,4/8/18 23:45,0.04
H202014127676     ,2018/04/09 0:00,47.81,,,,191.23,,,,,4/9/18 0:00,0.04
H202014127676     ,2018/04/09 0:15,47.84,,,,191.36,,,,,4/9/18 0:15,0.05
H202014127676     ,2018/04/09 0:30,48.06,,,,192.26,,,,,4/9/18 0:30,0.05
H202014127676     ,2018/04/09 0:45,48.16,,,,192.64,,,,,4/9/18 0:45,0.05
H202014127676     ,2018/04/09 1:00,48.13,,,,192.51,,,,,4/9/18 1:00,0.05
H202014127676     ,2018/04/09 1:15,47.87,,,,191.49,,,,,4/9/18 1:15,0.05
H202014127676     ,2018/04/09 1:30,47.62,,,,190.46,,,,,4/9/18 1:30,0.06
H202014127676     ,2018/04/09 1:45,47.46,,,,189.82,,,,,4/9/18 1:45,0.06
H202014127676     ,2018/04/09 2:00,47.62,,,,190.46,,,,,4/9/18 2:00,0.06
H202014127676     ,2018/04/09 2:15,47.2,,,,188.8,,,,,4/9/18 2:15,0.06
H202014127676     ,2018/04/09 2:30,47.58,,,,190.34,,,,,4/9/18 2:30,0.06
H202014127676     ,2018/04/09 2:45,47.42,,,,189.7,,,,,4/9/18 2:45,0.07
H202014127676     ,2018/04/09 3:00,47.65,,,,190.59,,,,,4/9/18 3:00,0.07
H202014127676     ,2018/04/09 3:15,47.78,,,,191.1,,,,,4/9/18 3:15,0.07
H202014127676     ,2018/04/09 3:30,47.94,,,,191.74,,,,,4/9/18 3:30,0.07
H202014127676     ,2018/04/09 3:45,48.1,,,,192.38,,,,,4/9/18 3:45,0.07
H202014127676     ,2018/04/09 4:00,47.58,,,,190.34,,,,,4/9/18 4:00,0.07
H202014127676     ,2018/04/09 4:15,47.49,,,,189.95,,,,,4/9/18 4:15,0.08
H202014127676     ,2018/04/09 4:30,47.36,,,,189.44,,,,,4/9/18 4:30,0.08
H202014127676     ,2018/04/09 4:45,47.84,,,,191.36,,,,,4/9/18 4:45,0.08
H202014127676     ,2018/04/09 5:00,47.33,,,,189.31,,,,,4/9/18 5:00,0.08
H202014127676     ,2018/04/09 5:15,47.46,,,,189.82,,,,,4/9/18 5:15,0.08
H202014127676     ,2018/04/09 5:30,47.26,,,,189.06,,,,,4/9/18 5:30,0.09
H202014127676     ,2018/04/09 5:45,47.65,,,,190.59,,,,,4/9/18 5:45,0.09
H202014127676     ,2018/04/09 6:00,47.81,,,,191.23,,,,,4/9/18 6:00,0.09
H202014127676     ,2018/04/09 6:15,47.87,,,,191.49,,,,,4/9/18 6:15,0.09
H202014127676     ,2018/04/09 6:30,47.58,,,,190.34,,,,,4/9/18 6:30,0.09
H202014127676     ,2018/04/09 6:45,47.01,,,,188.03,,,,,4/9/18 6:45,0.13
H202014127676     ,2018/04/09 7:00,43.14,,,,172.54,,,,,4/9/18 7:00,0.11
H202014127676     ,2018/04/09 7:15,45.28,,,,181.12,,,,,4/9/18 7:15,0.19
H202014127676     ,2018/04/09 7:30,52.22,,,,208.9,,,,,4/9/18 7:30,0.73
H202014127676     ,2018/04/09 7:45,48.35,,,,193.41,,,,,4/9/18 7:45,0.93
H202014127676     ,2018/04/09 8:00,47.9,,,,191.62,,,,,4/9/18 8:00,1.4
H202014127676     ,2018/04/09 8:15,46.43,,,,185.73,,,,,4/9/18 8:15,1.09
H202014127676     ,2018/04/09 8:30,50.4,,,,201.6,,,,,4/9/18 8:30,1.93
H202014127676     ,2018/04/09 8:45,47.17,,,,188.67,,,,,4/9/18 8:45,2.5
H202014127676     ,2018/04/09 9:00,46.5,,,,185.98,,,,,4/9/18 9:00,3.17
H202014127676     ,2018/04/09 9:15,47.26,,,,189.06,,,,,4/9/18 9:15,2.37
H202014127676     ,2018/04/09 9:30,47.42,,,,189.7,,,,,4/9/18 9:30,1.07
H202014127676     ,2018/04/09 9:45,48.06,,,,192.26,,,,,4/9/18 9:45,2.11
H202014127676     ,2018/04/09 10:00,48.74,,,,194.94,,,,,4/9/18 10:00,5.29
H202014127676     ,2018/04/09 10:15,47.33,,,,189.31,,,,,4/9/18 10:15,6.28
H202014127676     ,2018/04/09 10:30,47.68,,,,190.72,,,,,4/9/18 10:30,6.2
H202014127676     ,2018/04/09 10:45,47.68,,,,190.72,,,,,4/9/18 10:45,5.81
H202014127676     ,2018/04/09 11:00,50.69,,,,202.75,,,,,4/9/18 11:00,13.5
H202014127676     ,2018/04/09 11:15,50.91,,,,203.65,,,,,4/9/18 11:15,9.13
H202014127676     ,2018/04/09 11:30,48.96,,,,195.84,,,,,4/9/18 11:30,3.34
H202014127676     ,2018/04/09 11:45,49.34,,,,197.38,,,,,4/9/18 11:45,6.5
H202014127676     ,2018/04/09 12:00,49.18,,,,196.74,,,,,4/9/18 12:00,6.72
H202014127676     ,2018/04/09 12:15,48.03,,,,192.13,,,,,4/9/18 12:15,4.23
H202014127676     ,2018/04/09 12:30,49.12,,,,196.48,,,,,4/9/18 12:30,4.29
H202014127676     ,2018/04/09 12:45,48.22,,,,192.9,,,,,4/9/18 12:45,2.11
H202014127676     ,2018/04/09 13:00,48.29,,,,193.15,,,,,4/9/18 13:00,13.89
H202014127676     ,2018/04/09 13:15,47.62,,,,190.46,,,,,4/9/18 13:15,5.35
H202014127676     ,2018/04/09 13:30,48.8,,,,195.2,,,,,4/9/18 13:30,3.73
H202014127676     ,2018/04/09 13:45,46.72,,,,186.88,,,,,4/9/18 13:45,2.23
H202014127676     ,2018/04/09 14:00,46.94,,,,187.78,,,,,4/9/18 14:00,1.7
H202014127676     ,2018/04/09 14:15,46.14,,,,184.58,,,,,4/9/18 14:15,3.16
H202014127676     ,2018/04/09 14:30,46.08,,,,184.32,,,,,4/9/18 14:30,3.57
H202014127676     ,2018/04/09 14:45,46.59,,,,186.37,,,,,4/9/18 14:45,2.52
H202014127676     ,2018/04/09 15:00,47.55,,,,190.21,,,,,4/9/18 15:00,1.53
H202014127676     ,2018/04/09 15:15,47.81,,,,191.23,,,,,4/9/18 15:15,1.55
H202014127676     ,2018/04/09 15:30,47.68,,,,190.72,,,,,4/9/18 15:30,1.87
H202014127676     ,2018/04/09 15:45,47.87,,,,191.49,,,,,4/9/18 15:45,3.31
H202014127676     ,2018/04/09 16:00,47.52,,,,190.08,,,,,4/9/18 16:00,2.92
H202014127676     ,2018/04/09 16:15,47.33,,,,189.31,,,,,4/9/18 16:15,0.9
H202014127676     ,2018/04/09 16:30,47.3,,,,189.18,,,,,4/9/18 16:30,1.72
H202014127676     ,2018/04/09 16:45,47.78,,,,191.1,,,,,4/9/18 16:45,1.58
H202014127676     ,2018/04/09 17:00,47.62,,,,190.46,,,,,4/9/18 17:00,1.74
H202014127676     ,2018/04/09 17:15,47.49,,,,189.95,,,,,4/9/18 17:15,1.14
H202014127676     ,2018/04/09 17:30,47.42,,,,189.7,,,,,4/9/18 17:30,0.85
H202014127676     ,2018/04/09 17:45,47.58,,,,190.34,,,,,4/9/18 17:45,0.75
H202014127676     ,2018/04/09 18:00,47.62,,,,190.46,,,,,4/9/18 18:00,0.57
H202014127676     ,2018/04/09 18:15,47.71,,,,190.85,,,,,4/9/18 18:15,0.3
H202014127676     ,2018/04/09 18:30,47.49,,,,189.95,,,,,4/9/18 18:30,0.1
H202014127676     ,2018/04/09 18:45,47.52,,,,190.08,,,,,4/9/18 18:45,0.01
H202014127676     ,2018/04/09 19:00,46.98,,,,187.9,,,,,4/9/18 19:00,0.01
H202014127676     ,2018/04/09 19:15,47.2,,,,188.8,,,,,4/9/18 19:15,0.01
H202014127676     ,2018/04/09 19:30,47.3,,,,189.18,,,,,4/9/18 19:30,0.01
H202014127676     ,2018/04/09 19:45,47.14,,,,188.54,,,,,4/9/18 19:45,0.02
H202014127676     ,2018/04/09 20:00,47.04,,,,188.16,,,,,4/9/18 20:00,0.02
H202014127676     ,2018/04/09 20:15,47.07,,,,188.29,,,,,4/9/18 20:15,0.02
H202014127676     ,2018/04/09 20:30,47.39,,,,189.57,,,,,4/9/18 20:30,0.02
H202014127676     ,2018/04/09 20:45,47.71,,,,190.85,,,,,4/9/18 20:45,0.03
H202014127676     ,2018/04/09 21:00,47.52,,,,190.08,,,,,4/9/18 21:00,0.03
H202014127676     ,2018/04/09 21:15,47.58,,,,190.34,,,,,4/9/18 21:15,0.03
H202014127676     ,2018/04/09 21:30,47.2,,,,188.8,,,,,4/9/18 21:30,0.03
H202014127676     ,2018/04/09 21:45,47.26,,,,189.06,,,,,4/9/18 21:45,0.04
H202014127676     ,2018/04/09 22:00,47.2,,,,188.8,,,,,4/9/18 22:00,0.04
H202014127676     ,2018/04/09 22:15,47.52,,,,190.08,,,,,4/9/18 22:15,0.04
H202014127676     ,2018/04/09 22:30,47.65,,,,190.59,,,,,4/9/18 22:30,0.05
H202014127676     ,2018/04/09 22:45,47.33,,,,189.31,,,,,4/9/18 22:45,0.05
H202014127676     ,2018/04/09 23:00,47.39,,,,189.57,,,,,4/9/18 23:00,0.05
H202014127676     ,2018/04/09 23:15,47.2,,,,188.8,,,,,4/9/18 23:15,0.05
H202014127676     ,2018/04/09 23:30,47.17,,,,188.67,,,,,4/9/18 23:30,0.06
H202014127676     ,2018/04/09 23:45,47.26,,,,189.06,,,,,4/9/18 23:45,0.06
H202014127676     ,2018/04/10 0:00,47.26,,,,189.06,,,,,4/10/18 0:00,0.06
H202014127676     ,2018/04/10 0:15,47.07,,,,188.29,,,,,4/10/18 0:15,0.06
H202014127676     ,2018/04/10 0:30,47.42,,,,189.7,,,,,4/10/18 0:30,0.07
H202014127676     ,2018/04/10 0:45,47.52,,,,190.08,,,,,4/10/18 0:45,0.07
H202014127676     ,2018/04/10 1:00,47.33,,,,189.31,,,,,4/10/18 1:00,0.07
H202014127676     ,2018/04/10 1:15,47.2,,,,188.8,,,,,4/10/18 1:15,0.07
H202014127676     ,2018/04/10 1:30,47.07,,,,188.29,,,,,4/10/18 1:30,0.08
H202014127676     ,2018/04/10 1:45,47.2,,,,188.8,,,,,4/10/18 1:45,0.08
H202014127676     ,2018/04/10 2:00,47.1,,,,188.42,,,,,4/10/18 2:00,0.08
H202014127676     ,2018/04/10 2:15,47.04,,,,188.16,,,,,4/10/18 2:15,0.08
H202014127676     ,2018/04/10 2:30,47.58,,,,190.34,,,,,4/10/18 2:30,0.09
H202014127676     ,2018/04/10 2:45,47.65,,,,190.59,,,,,4/10/18 2:45,0.09
H202014127676     ,2018/04/10 3:00,47.3,,,,189.18,,,,,4/10/18 3:00,0.09
H202014127676     ,2018/04/10 3:15,47.74,,,,190.98,,,,,4/10/18 3:15,0.09
H202014127676     ,2018/04/10 3:30,48.03,,,,192.13,,,,,4/10/18 3:30,0.1
H202014127676     ,2018/04/10 3:45,48.26,,,,193.02,,,,,4/10/18 3:45,0.1
H202014127676     ,2018/04/10 4:00,47.84,,,,191.36,,,,,4/10/18 4:00,0.1
H202014127676     ,2018/04/10 4:15,48.06,,,,192.26,,,,,4/10/18 4:15,0.1
H202014127676     ,2018/04/10 4:30,47.74,,,,190.98,,,,,4/10/18 4:30,0.11
H202014127676     ,2018/04/10 4:45,47.55,,,,190.21,,,,,4/10/18 4:45,0.11
H202014127676     ,2018/04/10 5:00,47.71,,,,190.85,,,,,4/10/18 5:00,0.11
H202014127676     ,2018/04/10 5:15,47.52,,,,190.08,,,,,4/10/18 5:15,0.11
H202014127676     ,2018/04/10 5:30,47.49,,,,189.95,,,,,4/10/18 5:30,0.12
H202014127676     ,2018/04/10 5:45,47.68,,,,190.72,,,,,4/10/18 5:45,0.12
H202014127676     ,2018/04/10 6:00,47.81,,,,191.23,,,,,4/10/18 6:00,0.12
H202014127676     ,2018/04/10 6:15,47.78,,,,191.1,,,,,4/10/18 6:15,0.13
H202014127676     ,2018/04/10 6:30,45.95,,,,183.81,,,,,4/10/18 6:30,0.13
H202014127676     ,2018/04/10 6:45,44.86,,,,179.46,,,,,4/10/18 6:45,0.11
H202014127676     ,2018/04/10 7:00,45.09,,,,180.35,,,,,4/10/18 7:00,0.38
H202014127676     ,2018/04/10 7:15,44.48,,,,177.92,,,,,4/10/18 7:15,0.65
H202014127676     ,2018/04/10 7:30,43.9,,,,175.62,,,,,4/10/18 7:30,0.97
H202014127676     ,2018/04/10 7:45,46.75,,,,187.01,,,,,4/10/18 7:45,0.92
H202014127676     ,2018/04/10 8:00,50.53,,,,202.11,,,,,4/10/18 8:00,1.16
H202014127676     ,2018/04/10 8:15,44.8,,,,179.2,,,,,4/10/18 8:15,2.08
H202014127676     ,2018/04/10 8:30,46.11,,,,184.45,,,,,4/10/18 8:30,2.71
H202014127676     ,2018/04/10 8:45,46.91,,,,187.65,,,,,4/10/18 8:45,5.65
H202014127676     ,2018/04/10 9:00,47.26,,,,189.06,,,,,4/10/18 9:00,2.93
H202014127676     ,2018/04/10 9:15,49.7,,,,198.78,,,,,4/10/18 9:15,3.79
H202014127676     ,2018/04/10 9:30,46.75,,,,187.01,,,,,4/10/18 9:30,9.62
H202014127676     ,2018/04/10 9:45,44.35,,,,177.41,,,,,4/10/18 9:45,5.23
H202014127676     ,2018/04/10 10:00,46.24,,,,184.96,,,,,4/10/18 10:00,8.86
H202014127676     ,2018/04/10 10:15,47.81,,,,191.23,,,,,4/10/18 10:15,10.02
H202014127676     ,2018/04/10 10:30,47.49,,,,189.95,,,,,4/10/18 10:30,10.51
H202014127676     ,2018/04/10 10:45,49.76,,,,199.04,,,,,4/10/18 10:45,11.44
H202014127676     ,2018/04/10 11:00,49.89,,,,199.55,,,,,4/10/18 11:00,9.64
H202014127676     ,2018/04/10 11:15,49.31,,,,197.25,,,,,4/10/18 11:15,12.56
H202014127676     ,2018/04/10 11:30,48.38,,,,193.54,,,,,4/10/18 11:30,12.32
H202014127676     ,2018/04/10 11:45,48.74,,,,194.94,,,,,4/10/18 11:45,8.14
H202014127676     ,2018/04/10 12:00,47.97,,,,191.87,,,,,4/10/18 12:00,2.04
H202014127676     ,2018/04/10 12:15,48.51,,,,194.05,,,,,4/10/18 12:15,7.88
H202014127676     ,2018/04/10 12:30,48.77,,,,195.07,,,,,4/10/18 12:30,7.65
H202014127676     ,2018/04/10 12:45,49.06,,,,196.22,,,,,4/10/18 12:45,5.52
H202014127676     ,2018/04/10 13:00,49.09,,,,196.35,,,,,4/10/18 13:00,4.86
H202014127676     ,2018/04/10 13:15,48.16,,,,192.64,,,,,4/10/18 13:15,3.35
H202014127676     ,2018/04/10 13:30,48.32,,,,193.28,,,,,4/10/18 13:30,3.14
H202014127676     ,2018/04/10 13:45,48.06,,,,192.26,,,,,4/10/18 13:45,5.6
H202014127676     ,2018/04/10 14:00,48.64,,,,194.56,,,,,4/10/18 14:00,6.85
H202014127676     ,2018/04/10 14:15,48.06,,,,192.26,,,,,4/10/18 14:15,7.67
H202014127676     ,2018/04/10 14:30,49.82,,,,199.3,,,,,4/10/18 14:30,7.03
H202014127676     ,2018/04/10 14:45,50.56,,,,202.24,,,,,4/10/18 14:45,5.63
H202014127676     ,2018/04/10 15:00,50.72,,,,202.88,,,,,4/10/18 15:00,6.64
H202014127676     ,2018/04/10 15:15,50.88,,,,203.52,,,,,4/10/18 15:15,5.49
H202014127676     ,2018/04/10 15:30,50.37,,,,201.47,,,,,4/10/18 15:30,5.61
H202014127676     ,2018/04/10 15:45,49.82,,,,199.3,,,,,4/10/18 15:45,5.63
H202014127676     ,2018/04/10 16:00,49.66,,,,198.66,,,,,4/10/18 16:00,6.05
H202014127676     ,2018/04/10 16:15,49.92,,,,199.68,,,,,4/10/18 16:15,5.75
H202014127676     ,2018/04/10 16:30,49.41,,,,197.63,,,,,4/10/18 16:30,3.57
H202014127676     ,2018/04/10 16:45,49.89,,,,199.55,,,,,4/10/18 16:45,3.52
H202014127676     ,2018/04/10 17:00,49.82,,,,199.3,,,,,4/10/18 17:00,1.68
