Meter ID          ,Date / Time           ,KWH(ch: 1  set:0)    ,KVARH(ch: 2  set:0)  ,KVAH(ch: 2  set:0)   ,PF(ch: 3  set:0)     ,KW(ch: 1  set:0)    ,KVAR(ch: 2  set:0)  ,KVA(0(ch: 2  set:0) ,PF(0(ch: 3  set:0)  ,, PV 17.7 kW
H202014127676     ,2018/04/04 17:15,48.96,,,,195.84,,,,,4/4/18 17:15,4.26
H202014127676     ,2018/04/04 17:30,48.58,,,,194.3,,,,,4/4/18 17:30,2.29
H202014127676     ,2018/04/04 17:45,48.42,,,,193.66,,,,,4/4/18 17:45,0.98
H202014127676     ,2018/04/04 18:00,48.51,,,,194.05,,,,,4/4/18 18:00,0.49
H202014127676     ,2018/04/04 18:15,48.26,,,,193.02,,,,,4/4/18 18:15,0.49
H202014127676     ,2018/04/04 18:30,48.16,,,,192.64,,,,,4/4/18 18:30,0.16
H202014127676     ,2018/04/04 18:45,47.84,,,,191.36,,,,,4/4/18 18:45,0.01
H202014127676     ,2018/04/04 19:00,47.87,,,,191.49,,,,,4/4/18 19:00,0.01
H202014127676     ,2018/04/04 19:15,48,,,,192,,,,,4/4/18 19:15,0.02
H202014127676     ,2018/04/04 19:30,47.87,,,,191.49,,,,,4/4/18 19:30,0.02
H202014127676     ,2018/04/04 19:45,48.1,,,,192.38,,,,,4/4/18 19:45,0.02
H202014127676     ,2018/04/04 20:00,47.74,,,,190.98,,,,,4/4/18 20:00,0.02
H202014127676     ,2018/04/04 20:15,47.65,,,,190.59,,,,,4/4/18 20:15,0.02
H202014127676     ,2018/04/04 20:30,48.1,,,,192.38,,,,,4/4/18 20:30,0.02
H202014127676     ,2018/04/04 20:45,48.22,,,,192.9,,,,,4/4/18 20:45,0.02
H202014127676     ,2018/04/04 21:00,48.29,,,,193.15,,,,,4/4/18 21:00,0.02
H202014127676     ,2018/04/04 21:15,48.48,,,,193.92,,,,,4/4/18 21:15,0.02
H202014127676     ,2018/04/04 21:30,48.13,,,,192.51,,,,,4/4/18 21:30,0.02
H202014127676     ,2018/04/04 21:45,48.32,,,,193.28,,,,,4/4/18 21:45,0.02
H202014127676     ,2018/04/04 22:00,48.29,,,,193.15,,,,,4/4/18 22:00,0.02
H202014127676     ,2018/04/04 22:15,48.51,,,,194.05,,,,,4/4/18 22:15,0.02
H202014127676     ,2018/04/04 22:30,48.61,,,,194.43,,,,,4/4/18 22:30,0.02
H202014127676     ,2018/04/04 22:45,48.32,,,,193.28,,,,,4/4/18 22:45,0.02
H202014127676     ,2018/04/04 23:00,48.1,,,,192.38,,,,,4/4/18 23:00,0.02
H202014127676     ,2018/04/04 23:15,47.52,,,,190.08,,,,,4/4/18 23:15,0.02
H202014127676     ,2018/04/04 23:30,47.42,,,,189.7,,,,,4/4/18 23:30,0.02
H202014127676     ,2018/04/04 23:45,47.26,,,,189.06,,,,,4/4/18 23:45,0.02
H202014127676     ,2018/04/05 0:00,47.42,,,,189.7,,,,,4/5/18 0:00,0.02
H202014127676     ,2018/04/05 0:15,47.84,,,,191.36,,,,,4/5/18 0:15,0.02
H202014127676     ,2018/04/05 0:30,47.74,,,,190.98,,,,,4/5/18 0:30,0.02
H202014127676     ,2018/04/05 0:45,47.9,,,,191.62,,,,,4/5/18 0:45,0.03
H202014127676     ,2018/04/05 1:00,47.58,,,,190.34,,,,,4/5/18 1:00,0.03
H202014127676     ,2018/04/05 1:15,47.2,,,,188.8,,,,,4/5/18 1:15,0.03
H202014127676     ,2018/04/05 1:30,46.98,,,,187.9,,,,,4/5/18 1:30,0.03
H202014127676     ,2018/04/05 1:45,47.46,,,,189.82,,,,,4/5/18 1:45,0.03
H202014127676     ,2018/04/05 2:00,47.04,,,,188.16,,,,,4/5/18 2:00,0.03
H202014127676     ,2018/04/05 2:15,46.75,,,,187.01,,,,,4/5/18 2:15,0.03
H202014127676     ,2018/04/05 2:30,47.04,,,,188.16,,,,,4/5/18 2:30,0.03
H202014127676     ,2018/04/05 2:45,47.17,,,,188.67,,,,,4/5/18 2:45,0.03
H202014127676     ,2018/04/05 3:00,46.91,,,,187.65,,,,,4/5/18 3:00,0.03
H202014127676     ,2018/04/05 3:15,47.14,,,,188.54,,,,,4/5/18 3:15,0.03
H202014127676     ,2018/04/05 3:30,47.3,,,,189.18,,,,,4/5/18 3:30,0.03
H202014127676     ,2018/04/05 3:45,47.68,,,,190.72,,,,,4/5/18 3:45,0.03
H202014127676     ,2018/04/05 4:00,47.58,,,,190.34,,,,,4/5/18 4:00,0.03
H202014127676     ,2018/04/05 4:15,47.68,,,,190.72,,,,,4/5/18 4:15,0.03
H202014127676     ,2018/04/05 4:30,47.78,,,,191.1,,,,,4/5/18 4:30,0.03
H202014127676     ,2018/04/05 4:45,47.55,,,,190.21,,,,,4/5/18 4:45,0.03
H202014127676     ,2018/04/05 5:00,47.36,,,,189.44,,,,,4/5/18 5:00,0.03
H202014127676     ,2018/04/05 5:15,47.58,,,,190.34,,,,,4/5/18 5:15,0.03
H202014127676     ,2018/04/05 5:30,47.1,,,,188.42,,,,,4/5/18 5:30,0.03
H202014127676     ,2018/04/05 5:45,46.69,,,,186.75,,,,,4/5/18 5:45,0.03
H202014127676     ,2018/04/05 6:00,47.39,,,,189.57,,,,,4/5/18 6:00,0.04
H202014127676     ,2018/04/05 6:15,47.26,,,,189.06,,,,,4/5/18 6:15,0.04
H202014127676     ,2018/04/05 6:30,46.08,,,,184.32,,,,,4/5/18 6:30,0.04
H202014127676     ,2018/04/05 6:45,45.38,,,,181.5,,,,,4/5/18 6:45,0.1
H202014127676     ,2018/04/05 7:00,45.06,,,,180.22,,,,,4/5/18 7:00,0.33
H202014127676     ,2018/04/05 7:15,52.19,,,,208.77,,,,,4/5/18 7:15,0.71
H202014127676     ,2018/04/05 7:30,49.12,,,,196.48,,,,,4/5/18 7:30,1.27
H202014127676     ,2018/04/05 7:45,46.21,,,,184.83,,,,,4/5/18 7:45,1.98
H202014127676     ,2018/04/05 8:00,45.25,,,,180.99,,,,,4/5/18 8:00,2.94
H202014127676     ,2018/04/05 8:15,49.54,,,,198.14,,,,,4/5/18 8:15,3.92
H202014127676     ,2018/04/05 8:30,47.01,,,,188.03,,,,,4/5/18 8:30,4.86
H202014127676     ,2018/04/05 8:45,46.34,,,,185.34,,,,,4/5/18 8:45,5.86
H202014127676     ,2018/04/05 9:00,47.33,,,,189.31,,,,,4/5/18 9:00,6.84
H202014127676     ,2018/04/05 9:15,47.26,,,,189.06,,,,,4/5/18 9:15,7.63
H202014127676     ,2018/04/05 9:30,47.2,,,,188.8,,,,,4/5/18 9:30,8.38
H202014127676     ,2018/04/05 9:45,49.18,,,,196.74,,,,,4/5/18 9:45,9.21
H202014127676     ,2018/04/05 10:00,49.09,,,,196.35,,,,,4/5/18 10:00,9.75
H202014127676     ,2018/04/05 10:15,48.74,,,,194.94,,,,,4/5/18 10:15,10.57
H202014127676     ,2018/04/05 10:30,50.56,,,,202.24,,,,,4/5/18 10:30,11.26
H202014127676     ,2018/04/05 10:45,50.21,,,,200.83,,,,,4/5/18 10:45,7.65
H202014127676     ,2018/04/05 11:00,48.7,,,,194.82,,,,,4/5/18 11:00,12.78
H202014127676     ,2018/04/05 11:15,48.8,,,,195.2,,,,,4/5/18 11:15,11.49
H202014127676     ,2018/04/05 11:30,48.77,,,,195.07,,,,,4/5/18 11:30,6.42
H202014127676     ,2018/04/05 11:45,49.06,,,,196.22,,,,,4/5/18 11:45,5.43
H202014127676     ,2018/04/05 12:00,49.41,,,,197.63,,,,,4/5/18 12:00,4.52
H202014127676     ,2018/04/05 12:15,48.51,,,,194.05,,,,,4/5/18 12:15,3.96
H202014127676     ,2018/04/05 12:30,48.77,,,,195.07,,,,,4/5/18 12:30,3.59
H202014127676     ,2018/04/05 12:45,49.12,,,,196.48,,,,,4/5/18 12:45,4.58
H202014127676     ,2018/04/05 13:00,48.54,,,,194.18,,,,,4/5/18 13:00,5.2
H202014127676     ,2018/04/05 13:15,47.87,,,,191.49,,,,,4/5/18 13:15,6.79
H202014127676     ,2018/04/05 13:30,48.13,,,,192.51,,,,,4/5/18 13:30,8.36
H202014127676     ,2018/04/05 13:45,48.06,,,,192.26,,,,,4/5/18 13:45,7.43
H202014127676     ,2018/04/05 14:00,47.9,,,,191.62,,,,,4/5/18 14:00,6.53
H202014127676     ,2018/04/05 14:15,47.87,,,,191.49,,,,,4/5/18 14:15,12.2
H202014127676     ,2018/04/05 14:30,47.9,,,,191.62,,,,,4/5/18 14:30,11.28
H202014127676     ,2018/04/05 14:45,48.06,,,,192.26,,,,,4/5/18 14:45,6.05
H202014127676     ,2018/04/05 15:00,49.79,,,,199.17,,,,,4/5/18 15:00,7.97
H202014127676     ,2018/04/05 15:15,50.3,,,,201.22,,,,,4/5/18 15:15,7.05
H202014127676     ,2018/04/05 15:30,50.46,,,,201.86,,,,,4/5/18 15:30,7.65
H202014127676     ,2018/04/05 15:45,50.3,,,,201.22,,,,,4/5/18 15:45,5.56
H202014127676     ,2018/04/05 16:00,50.14,,,,200.58,,,,,4/5/18 16:00,4.64
H202014127676     ,2018/04/05 16:15,50.24,,,,200.96,,,,,4/5/18 16:15,4.45
H202014127676     ,2018/04/05 16:30,50.34,,,,201.34,,,,,4/5/18 16:30,3.74
H202014127676     ,2018/04/05 16:45,50.5,,,,201.98,,,,,4/5/18 16:45,2.99
H202014127676     ,2018/04/05 17:00,50.37,,,,201.47,,,,,4/5/18 17:00,2.35
H202014127676     ,2018/04/05 17:15,49.79,,,,199.17,,,,,4/5/18 17:15,2.29
H202014127676     ,2018/04/05 17:30,49.66,,,,198.66,,,,,4/5/18 17:30,1.95
H202014127676     ,2018/04/05 17:45,49.34,,,,197.38,,,,,4/5/18 17:45,2.38
H202014127676     ,2018/04/05 18:00,49.41,,,,197.63,,,,,4/5/18 18:00,1.66
H202014127676     ,2018/04/05 18:15,49.25,,,,196.99,,,,,4/5/18 18:15,0.84
H202014127676     ,2018/04/05 18:30,48.93,,,,195.71,,,,,4/5/18 18:30,0.27
H202014127676     ,2018/04/05 18:45,48.96,,,,195.84,,,,,4/5/18 18:45,0.02
H202014127676     ,2018/04/05 19:00,48.9,,,,195.58,,,,,4/5/18 19:00,0.02
H202014127676     ,2018/04/05 19:15,49.12,,,,196.48,,,,,4/5/18 19:15,0.02
H202014127676     ,2018/04/05 19:30,49.09,,,,196.35,,,,,4/5/18 19:30,0.02
H202014127676     ,2018/04/05 19:45,49.41,,,,197.63,,,,,4/5/18 19:45,0.02
H202014127676     ,2018/04/05 20:00,48.32,,,,193.28,,,,,4/5/18 20:00,0.03
H202014127676     ,2018/04/05 20:15,48.19,,,,192.77,,,,,4/5/18 20:15,0.03
H202014127676     ,2018/04/05 20:30,48.45,,,,193.79,,,,,4/5/18 20:30,0.03
H202014127676     ,2018/04/05 20:45,48.45,,,,193.79,,,,,4/5/18 20:45,0.03
H202014127676     ,2018/04/05 21:00,48.61,,,,194.43,,,,,4/5/18 21:00,0.04
H202014127676     ,2018/04/05 21:15,48.77,,,,195.07,,,,,4/5/18 21:15,0.04
H202014127676     ,2018/04/05 21:30,48.9,,,,195.58,,,,,4/5/18 21:30,0.04
H202014127676     ,2018/04/05 21:45,48.96,,,,195.84,,,,,4/5/18 21:45,0.04
H202014127676     ,2018/04/05 22:00,49.12,,,,196.48,,,,,4/5/18 22:00,0.05
H202014127676     ,2018/04/05 22:15,49.31,,,,197.25,,,,,4/5/18 22:15,0.05
H202014127676     ,2018/04/05 22:30,49.09,,,,196.35,,,,,4/5/18 22:30,0.05
H202014127676     ,2018/04/05 22:45,49.12,,,,196.48,,,,,4/5/18 22:45,0.06
H202014127676     ,2018/04/05 23:00,48.74,,,,194.94,,,,,4/5/18 23:00,0.06
H202014127676     ,2018/04/05 23:15,48.93,,,,195.71,,,,,4/5/18 23:15,0.06
H202014127676     ,2018/04/05 23:30,48.61,,,,194.43,,,,,4/5/18 23:30,0.06
H202014127676     ,2018/04/05 23:45,48.38,,,,193.54,,,,,4/5/18 23:45,0.07
H202014127676     ,2018/04/06 0:00,48.35,,,,193.41,,,,,4/6/18 0:00,0.07
H202014127676     ,2018/04/06 0:15,48.29,,,,193.15,,,,,4/6/18 0:15,0.07
H202014127676     ,2018/04/06 0:30,48.1,,,,192.38,,,,,4/6/18 0:30,0.07
H202014127676     ,2018/04/06 0:45,48.77,,,,195.07,,,,,4/6/18 0:45,0.08
H202014127676     ,2018/04/06 1:00,48.7,,,,194.82,,,,,4/6/18 1:00,0.08
H202014127676     ,2018/04/06 1:15,48.54,,,,194.18,,,,,4/6/18 1:15,0.08
H202014127676     ,2018/04/06 1:30,48.22,,,,192.9,,,,,4/6/18 1:30,0.08
H202014127676     ,2018/04/06 1:45,48.42,,,,193.66,,,,,4/6/18 1:45,0.09
H202014127676     ,2018/04/06 2:00,48.32,,,,193.28,,,,,4/6/18 2:00,0.09
H202014127676     ,2018/04/06 2:15,48.22,,,,192.9,,,,,4/6/18 2:15,0.09
H202014127676     ,2018/04/06 2:30,48.51,,,,194.05,,,,,4/6/18 2:30,0.1
H202014127676     ,2018/04/06 2:45,48.29,,,,193.15,,,,,4/6/18 2:45,0.1
H202014127676     ,2018/04/06 3:00,48.8,,,,195.2,,,,,4/6/18 3:00,0.1
H202014127676     ,2018/04/06 3:15,48.64,,,,194.56,,,,,4/6/18 3:15,0.1
H202014127676     ,2018/04/06 3:30,48.54,,,,194.18,,,,,4/6/18 3:30,0.11
H202014127676     ,2018/04/06 3:45,48.51,,,,194.05,,,,,4/6/18 3:45,0.11
H202014127676     ,2018/04/06 4:00,48.7,,,,194.82,,,,,4/6/18 4:00,0.11
H202014127676     ,2018/04/06 4:15,48.51,,,,194.05,,,,,4/6/18 4:15,0.11
H202014127676     ,2018/04/06 4:30,48.7,,,,194.82,,,,,4/6/18 4:30,0.12
H202014127676     ,2018/04/06 4:45,48.54,,,,194.18,,,,,4/6/18 4:45,0.12
H202014127676     ,2018/04/06 5:00,48.48,,,,193.92,,,,,4/6/18 5:00,0.12
H202014127676     ,2018/04/06 5:15,48.32,,,,193.28,,,,,4/6/18 5:15,0.12
H202014127676     ,2018/04/06 5:30,48.42,,,,193.66,,,,,4/6/18 5:30,0.13
H202014127676     ,2018/04/06 5:45,47.9,,,,191.62,,,,,4/6/18 5:45,0.13
H202014127676     ,2018/04/06 6:00,48.48,,,,193.92,,,,,4/6/18 6:00,0.13
H202014127676     ,2018/04/06 6:15,48.26,,,,193.02,,,,,4/6/18 6:15,0.13
H202014127676     ,2018/04/06 6:30,48.13,,,,192.51,,,,,4/6/18 6:30,0.14
H202014127676     ,2018/04/06 6:45,48.06,,,,192.26,,,,,4/6/18 6:45,0.12
H202014127676     ,2018/04/06 7:00,47.23,,,,188.93,,,,,4/6/18 7:00,0.3
H202014127676     ,2018/04/06 7:15,46.3,,,,185.22,,,,,4/6/18 7:15,0.42
H202014127676     ,2018/04/06 7:30,45.92,,,,183.68,,,,,4/6/18 7:30,1.61
H202014127676     ,2018/04/06 7:45,53.28,,,,213.12,,,,,4/6/18 7:45,2.52
H202014127676     ,2018/04/06 8:00,50.43,,,,201.73,,,,,4/6/18 8:00,1.25
H202014127676     ,2018/04/06 8:15,47.78,,,,191.1,,,,,4/6/18 8:15,1.71
H202014127676     ,2018/04/06 8:30,48.86,,,,195.46,,,,,4/6/18 8:30,2.85
H202014127676     ,2018/04/06 8:45,50.37,,,,201.47,,,,,4/6/18 8:45,3.27
H202014127676     ,2018/04/06 9:00,48.26,,,,193.02,,,,,4/6/18 9:00,3.26
H202014127676     ,2018/04/06 9:15,47.94,,,,191.74,,,,,4/6/18 9:15,6.88
H202014127676     ,2018/04/06 9:30,46.94,,,,187.78,,,,,4/6/18 9:30,4.32
H202014127676     ,2018/04/06 9:45,46.85,,,,187.39,,,,,4/6/18 9:45,5.32
H202014127676     ,2018/04/06 10:00,45.63,,,,182.53,,,,,4/6/18 10:00,11.59
H202014127676     ,2018/04/06 10:15,39.14,,,,156.54,,,,,4/6/18 10:15,6.36
H202014127676     ,2018/04/06 10:30,38.46,,,,153.86,,,,,4/6/18 10:30,5.15
H202014127676     ,2018/04/06 10:45,38.53,,,,154.11,,,,,4/6/18 10:45,12.85
H202014127676     ,2018/04/06 11:00,38.02,,,,152.06,,,,,4/6/18 11:00,12.62
H202014127676     ,2018/04/06 11:15,37.57,,,,150.27,,,,,4/6/18 11:15,12.51
H202014127676     ,2018/04/06 11:30,38.24,,,,152.96,,,,,4/6/18 11:30,13.22
H202014127676     ,2018/04/06 11:45,41.63,,,,166.53,,,,,4/6/18 11:45,14.2
H202014127676     ,2018/04/06 12:00,48.51,,,,194.05,,,,,4/6/18 12:00,5.23
H202014127676     ,2018/04/06 12:15,48,,,,192,,,,,4/6/18 12:15,5.57
H202014127676     ,2018/04/06 12:30,48.22,,,,192.9,,,,,4/6/18 12:30,6.21
H202014127676     ,2018/04/06 12:45,48.77,,,,195.07,,,,,4/6/18 12:45,7.06
H202014127676     ,2018/04/06 13:00,48.61,,,,194.43,,,,,4/6/18 13:00,6.88
H202014127676     ,2018/04/06 13:15,49.06,,,,196.22,,,,,4/6/18 13:15,6.96
H202014127676     ,2018/04/06 13:30,49.09,,,,196.35,,,,,4/6/18 13:30,9.43
H202014127676     ,2018/04/06 13:45,49.09,,,,196.35,,,,,4/6/18 13:45,6.19
H202014127676     ,2018/04/06 14:00,48.61,,,,194.43,,,,,4/6/18 14:00,7.19
H202014127676     ,2018/04/06 14:15,47.87,,,,191.49,,,,,4/6/18 14:15,5.05
H202014127676     ,2018/04/06 14:30,49.09,,,,196.35,,,,,4/6/18 14:30,5.24
H202014127676     ,2018/04/06 14:45,49.89,,,,199.55,,,,,4/6/18 14:45,5.89
H202014127676     ,2018/04/06 15:00,51.97,,,,207.87,,,,,4/6/18 15:00,6.2
H202014127676     ,2018/04/06 15:15,50.3,,,,201.22,,,,,4/6/18 15:15,7.31
H202014127676     ,2018/04/06 15:30,50.21,,,,200.83,,,,,4/6/18 15:30,10.63
H202014127676     ,2018/04/06 15:45,49.57,,,,198.27,,,,,4/6/18 15:45,9.53
H202014127676     ,2018/04/06 16:00,49.34,,,,197.38,,,,,4/6/18 16:00,9.17
H202014127676     ,2018/04/06 16:15,49.5,,,,198.02,,,,,4/6/18 16:15,8.62
H202014127676     ,2018/04/06 16:30,49.31,,,,197.25,,,,,4/6/18 16:30,4.98
H202014127676     ,2018/04/06 16:45,49.41,,,,197.63,,,,,4/6/18 16:45,2.39
H202014127676     ,2018/04/06 17:00,49.44,,,,197.76,,,,,4/6/18 17:00,1.64
H202014127676     ,2018/04/06 17:15,49.02,,,,196.1,,,,,4/6/18 17:15,1.24
H202014127676     ,2018/04/06 17:30,48.96,,,,195.84,,,,,4/6/18 17:30,0.92
H202014127676     ,2018/04/06 17:45,48.67,,,,194.69,,,,,4/6/18 17:45,0.63
H202014127676     ,2018/04/06 18:00,48.7,,,,194.82,,,,,4/6/18 18:00,0.36
H202014127676     ,2018/04/06 18:15,48.83,,,,195.33,,,,,4/6/18 18:15,0.16
H202014127676     ,2018/04/06 18:30,48.8,,,,195.2,,,,,4/6/18 18:30,0.09
H202014127676     ,2018/04/06 18:45,48.42,,,,193.66,,,,,4/6/18 18:45,0.01
H202014127676     ,2018/04/06 19:00,48.35,,,,193.41,,,,,4/6/18 19:00,0.02
H202014127676     ,2018/04/06 19:15,48.45,,,,193.79,,,,,4/6/18 19:15,0.02
H202014127676     ,2018/04/06 19:30,48.35,,,,193.41,,,,,4/6/18 19:30,0.02
H202014127676     ,2018/04/06 19:45,48.32,,,,193.28,,,,,4/6/18 19:45,0.02
H202014127676     ,2018/04/06 20:00,47.78,,,,191.1,,,,,4/6/18 20:00,0.02
H202014127676     ,2018/04/06 20:15,47.65,,,,190.59,,,,,4/6/18 20:15,0.02
H202014127676     ,2018/04/06 20:30,48.1,,,,192.38,,,,,4/6/18 20:30,0.02
H202014127676     ,2018/04/06 20:45,48.19,,,,192.77,,,,,4/6/18 20:45,0.02
H202014127676     ,2018/04/06 21:00,48.16,,,,192.64,,,,,4/6/18 21:00,0.03
H202014127676     ,2018/04/06 21:15,48.03,,,,192.13,,,,,4/6/18 21:15,0.03
H202014127676     ,2018/04/06 21:30,47.84,,,,191.36,,,,,4/6/18 21:30,0.03
H202014127676     ,2018/04/06 21:45,48.03,,,,192.13,,,,,4/6/18 21:45,0.03
H202014127676     ,2018/04/06 22:00,48.48,,,,193.92,,,,,4/6/18 22:00,0.03
H202014127676     ,2018/04/06 22:15,48.26,,,,193.02,,,,,4/6/18 22:15,0.03
H202014127676     ,2018/04/06 22:30,48.26,,,,193.02,,,,,4/6/18 22:30,0.03
H202014127676     ,2018/04/06 22:45,48.19,,,,192.77,,,,,4/6/18 22:45,0.03
H202014127676     ,2018/04/06 23:00,47.97,,,,191.87,,,,,4/6/18 23:00,0.04
H202014127676     ,2018/04/06 23:15,47.97,,,,191.87,,,,,4/6/18 23:15,0.04
H202014127676     ,2018/04/06 23:30,47.58,,,,190.34,,,,,4/6/18 23:30,0.04
H202014127676     ,2018/04/06 23:45,47.9,,,,191.62,,,,,4/6/18 23:45,0.04
H202014127676     ,2018/04/07 0:00,47.49,,,,189.95,,,,,4/7/18 0:00,0.04
H202014127676     ,2018/04/07 0:15,47.74,,,,190.98,,,,,4/7/18 0:15,0.07
H202014127676     ,2018/04/07 0:30,47.55,,,,190.21,,,,,4/7/18 0:30,0.07
H202014127676     ,2018/04/07 0:45,47.87,,,,191.49,,,,,4/7/18 0:45,0.07
H202014127676     ,2018/04/07 1:00,47.36,,,,189.44,,,,,4/7/18 1:00,0.08
H202014127676     ,2018/04/07 1:15,47.62,,,,190.46,,,,,4/7/18 1:15,0.08
H202014127676     ,2018/04/07 1:30,46.94,,,,187.78,,,,,4/7/18 1:30,0.08
H202014127676     ,2018/04/07 1:45,47.23,,,,188.93,,,,,4/7/18 1:45,0.08
H202014127676     ,2018/04/07 2:00,46.75,,,,187.01,,,,,4/7/18 2:00,0.09
H202014127676     ,2018/04/07 2:15,47.04,,,,188.16,,,,,4/7/18 2:15,0.09
H202014127676     ,2018/04/07 2:30,47.07,,,,188.29,,,,,4/7/18 2:30,0.09
H202014127676     ,2018/04/07 2:45,47.26,,,,189.06,,,,,4/7/18 2:45,0.09
H202014127676     ,2018/04/07 3:00,47.1,,,,188.42,,,,,4/7/18 3:00,0.1
H202014127676     ,2018/04/07 3:15,47.36,,,,189.44,,,,,4/7/18 3:15,0.1
H202014127676     ,2018/04/07 3:30,47.39,,,,189.57,,,,,4/7/18 3:30,0.1
H202014127676     ,2018/04/07 3:45,47.58,,,,190.34,,,,,4/7/18 3:45,0.11
H202014127676     ,2018/04/07 4:00,46.98,,,,187.9,,,,,4/7/18 4:00,0.11
H202014127676     ,2018/04/07 4:15,47.46,,,,189.82,,,,,4/7/18 4:15,0.11
H202014127676     ,2018/04/07 4:30,47.3,,,,189.18,,,,,4/7/18 4:30,0.11
H202014127676     ,2018/04/07 4:45,47.42,,,,189.7,,,,,4/7/18 4:45,0.12
H202014127676     ,2018/04/07 5:00,47.26,,,,189.06,,,,,4/7/18 5:00,0.12
H202014127676     ,2018/04/07 5:15,47.33,,,,189.31,,,,,4/7/18 5:15,0.12
H202014127676     ,2018/04/07 5:30,47.2,,,,188.8,,,,,4/7/18 5:30,0.13
H202014127676     ,2018/04/07 5:45,47.87,,,,191.49,,,,,4/7/18 5:45,0.13
H202014127676     ,2018/04/07 6:00,48.1,,,,192.38,,,,,4/7/18 6:00,0.13
H202014127676     ,2018/04/07 6:15,49.38,,,,197.5,,,,,4/7/18 6:15,0.13
H202014127676     ,2018/04/07 6:30,55.26,,,,221.06,,,,,4/7/18 6:30,0.14
H202014127676     ,2018/04/07 6:45,49.79,,,,199.17,,,,,4/7/18 6:45,0.11
H202014127676     ,2018/04/07 7:00,52,,,,208,,,,,4/7/18 7:00,0.45
H202014127676     ,2018/04/07 7:15,49.89,,,,199.55,,,,,4/7/18 7:15,0.63
H202014127676     ,2018/04/07 7:30,49.47,,,,197.89,,,,,4/7/18 7:30,0.48
H202014127676     ,2018/04/07 7:45,47.58,,,,190.34,,,,,4/7/18 7:45,0.84
H202014127676     ,2018/04/07 8:00,46.34,,,,185.34,,,,,4/7/18 8:00,1.36
H202014127676     ,2018/04/07 8:15,47.46,,,,189.82,,,,,4/7/18 8:15,1.96
H202014127676     ,2018/04/07 8:30,48.58,,,,194.3,,,,,4/7/18 8:30,3.01
H202014127676     ,2018/04/07 8:45,48.03,,,,192.13,,,,,4/7/18 8:45,2.1
H202014127676     ,2018/04/07 9:00,46.43,,,,185.73,,,,,4/7/18 9:00,3.84
H202014127676     ,2018/04/07 9:15,45.63,,,,182.53,,,,,4/7/18 9:15,3.2
H202014127676     ,2018/04/07 9:30,45.98,,,,183.94,,,,,4/7/18 9:30,3.71
H202014127676     ,2018/04/07 9:45,46.08,,,,184.32,,,,,4/7/18 9:45,2.74
H202014127676     ,2018/04/07 10:00,45.79,,,,183.17,,,,,4/7/18 10:00,3.14
H202014127676     ,2018/04/07 10:15,46.85,,,,187.39,,,,,4/7/18 10:15,1.9
H202014127676     ,2018/04/07 10:30,46.43,,,,185.73,,,,,4/7/18 10:30,1.14
H202014127676     ,2018/04/07 10:45,46.18,,,,184.7,,,,,4/7/18 10:45,1.49
H202014127676     ,2018/04/07 11:00,46.02,,,,184.06,,,,,4/7/18 11:00,2.84
H202014127676     ,2018/04/07 11:15,45.57,,,,182.27,,,,,4/7/18 11:15,3.41
H202014127676     ,2018/04/07 11:30,47.2,,,,188.8,,,,,4/7/18 11:30,3.65
H202014127676     ,2018/04/07 11:45,46.78,,,,187.14,,,,,4/7/18 11:45,2.86
H202014127676     ,2018/04/07 12:00,45.95,,,,183.81,,,,,4/7/18 12:00,2.41
H202014127676     ,2018/04/07 12:15,46.5,,,,185.98,,,,,4/7/18 12:15,3.06
H202014127676     ,2018/04/07 12:30,46.72,,,,186.88,,,,,4/7/18 12:30,4.66
H202014127676     ,2018/04/07 12:45,46.94,,,,187.78,,,,,4/7/18 12:45,2.88
H202014127676     ,2018/04/07 13:00,46.75,,,,187.01,,,,,4/7/18 13:00,3.51
H202014127676     ,2018/04/07 13:15,47.17,,,,188.67,,,,,4/7/18 13:15,2.82
H202014127676     ,2018/04/07 13:30,46.75,,,,187.01,,,,,4/7/18 13:30,4.96
H202014127676     ,2018/04/07 13:45,46.4,,,,185.6,,,,,4/7/18 13:45,3.78
H202014127676     ,2018/04/07 14:00,46.27,,,,185.09,,,,,4/7/18 14:00,2.75
H202014127676     ,2018/04/07 14:15,45.7,,,,182.78,,,,,4/7/18 14:15,3.96
H202014127676     ,2018/04/07 14:30,46.46,,,,185.86,,,,,4/7/18 14:30,4.48
H202014127676     ,2018/04/07 14:45,46.53,,,,186.11,,,,,4/7/18 14:45,5.05
H202014127676     ,2018/04/07 15:00,48.13,,,,192.51,,,,,4/7/18 15:00,4.95
H202014127676     ,2018/04/07 15:15,47.78,,,,191.1,,,,,4/7/18 15:15,4.72
H202014127676     ,2018/04/07 15:30,47.94,,,,191.74,,,,,4/7/18 15:30,2.54
H202014127676     ,2018/04/07 15:45,47.71,,,,190.85,,,,,4/7/18 15:45,1.97
H202014127676     ,2018/04/07 16:00,47.94,,,,191.74,,,,,4/7/18 16:00,2.48
H202014127676     ,2018/04/07 16:15,47.78,,,,191.1,,,,,4/7/18 16:15,2.85
H202014127676     ,2018/04/07 16:30,47.62,,,,190.46,,,,,4/7/18 16:30,2.74
H202014127676     ,2018/04/07 16:45,47.97,,,,191.87,,,,,4/7/18 16:45,2.72
H202014127676     ,2018/04/07 17:00,47.97,,,,191.87,,,,,4/7/18 17:00,2.25
